age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,subscribed
53,technician,single,professional.course,no,yes,no,11,wed,3,0,nonexistent,-0.1,93.2,-42.0,yes
36,management,divorced,high.school,no,no,yes,11,wed,2,0,nonexistent,-0.1,93.2,-42.0,yes
30,unemployed,single,university.degree,no,yes,no,11,wed,2,0,nonexistent,-0.1,93.2,-42.0,yes
58,retired,married,high.school,no,no,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
32,blue-collar,single,basic.9y,no,yes,no,11,thu,1,1,failure,-0.1,93.2,-42.0,yes
29,student,single,high.school,no,yes,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
34,technician,married,high.school,no,no,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
53,technician,divorced,high.school,no,no,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
40,blue-collar,married,basic.4y,unknown,yes,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
43,management,married,university.degree,no,no,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
35,entrepreneur,married,high.school,no,yes,no,11,thu,2,0,nonexistent,-0.1,93.2,-42.0,yes
50,blue-collar,married,professional.course,unknown,no,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
32,technician,single,university.degree,no,no,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
32,unemployed,married,high.school,no,yes,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
45,management,married,professional.course,no,no,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
40,management,single,university.degree,no,no,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
30,admin.,single,university.degree,no,yes,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
29,services,married,basic.9y,no,yes,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
56,blue-collar,married,basic.9y,no,yes,no,11,thu,1,1,failure,-0.1,93.2,-42.0,yes
46,management,married,university.degree,no,yes,no,11,thu,2,0,nonexistent,-0.1,93.2,-42.0,yes
42,admin.,married,university.degree,no,yes,no,11,thu,5,0,nonexistent,-0.1,93.2,-42.0,yes
47,technician,married,professional.course,no,yes,no,11,thu,4,0,nonexistent,-0.1,93.2,-42.0,yes
30,entrepreneur,single,university.degree,no,yes,no,11,thu,1,1,failure,-0.1,93.2,-42.0,yes
35,blue-collar,married,basic.9y,unknown,no,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
30,admin.,married,university.degree,no,yes,no,11,thu,3,0,nonexistent,-0.1,93.2,-42.0,yes
44,admin.,single,professional.course,no,yes,no,11,thu,4,0,nonexistent,-0.1,93.2,-42.0,yes
33,blue-collar,married,basic.9y,no,no,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
50,retired,divorced,high.school,no,yes,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
34,management,divorced,university.degree,no,yes,yes,11,thu,2,0,nonexistent,-0.1,93.2,-42.0,yes
30,blue-collar,married,basic.9y,unknown,no,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
40,self-employed,married,university.degree,unknown,yes,yes,11,thu,3,0,nonexistent,-0.1,93.2,-42.0,yes
34,unemployed,married,high.school,no,yes,no,11,thu,2,0,nonexistent,-0.1,93.2,-42.0,yes
57,admin.,divorced,university.degree,no,yes,yes,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
45,technician,divorced,professional.course,no,yes,yes,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
37,admin.,single,high.school,no,yes,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
29,admin.,single,university.degree,no,yes,yes,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
53,management,married,university.degree,no,yes,no,11,thu,2,1,failure,-0.1,93.2,-42.0,yes
34,management,divorced,university.degree,no,no,no,11,thu,2,0,nonexistent,-0.1,93.2,-42.0,yes
32,management,single,university.degree,no,no,no,11,thu,2,1,failure,-0.1,93.2,-42.0,yes
34,self-employed,married,illiterate,no,yes,no,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
32,blue-collar,divorced,basic.9y,no,yes,no,11,thu,2,0,nonexistent,-0.1,93.2,-42.0,yes
36,blue-collar,married,basic.9y,no,no,no,11,thu,3,0,nonexistent,-0.1,93.2,-42.0,yes
39,management,married,university.degree,no,yes,yes,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
54,housemaid,divorced,university.degree,no,yes,yes,11,thu,1,0,nonexistent,-0.1,93.2,-42.0,yes
56,services,married,high.school,no,no,no,11,thu,3,0,nonexistent,-0.1,93.2,-42.0,yes
38,admin.,divorced,university.degree,no,yes,no,11,thu,3,0,nonexistent,-0.1,93.2,-42.0,yes
30,management,single,high.school,no,no,no,11,thu,2,0,nonexistent,-0.1,93.2,-42.0,yes
34,admin.,divorced,university.degree,no,no,no,11,thu,2,1,failure,-0.1,93.2,-42.0,yes
33,management,single,university.degree,no,no,no,11,thu,3,0,nonexistent,-0.1,93.2,-42.0,yes
34,admin.,married,high.school,no,no,no,11,thu,4,0,nonexistent,-0.1,93.2,-42.0,yes
35,admin.,single,university.degree,no,no,no,11,thu,3,0,nonexistent,-0.1,93.2,-42.0,yes
31,services,single,high.school,no,yes,no,11,thu,2,0,nonexistent,-0.1,93.2,-42.0,yes
30,blue-collar,married,high.school,no,yes,yes,11,thu,2,0,nonexistent,-0.1,93.2,-42.0,yes
29,self-employed,married,university.degree,no,yes,yes,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
48,management,married,university.degree,no,no,yes,11,fri,1,1,failure,-0.1,93.2,-42.0,yes
54,admin.,divorced,university.degree,unknown,no,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
53,self-employed,married,university.degree,no,yes,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
34,admin.,married,university.degree,no,no,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
29,technician,single,professional.course,no,no,no,11,fri,1,1,failure,-0.1,93.2,-42.0,yes
30,services,single,high.school,no,no,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
33,technician,single,university.degree,no,yes,yes,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
35,admin.,single,university.degree,no,yes,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
35,admin.,single,university.degree,no,yes,yes,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
37,technician,divorced,high.school,no,no,no,11,fri,1,1,failure,-0.1,93.2,-42.0,yes
40,management,married,university.degree,no,yes,yes,11,fri,1,1,failure,-0.1,93.2,-42.0,yes
50,technician,married,basic.9y,no,no,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
46,technician,divorced,university.degree,no,yes,no,11,fri,5,1,failure,-0.1,93.2,-42.0,yes
36,services,married,basic.6y,unknown,no,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
57,management,divorced,professional.course,no,yes,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
40,blue-collar,divorced,basic.9y,no,yes,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
29,technician,single,professional.course,no,no,no,11,fri,3,0,nonexistent,-0.1,93.2,-42.0,yes
34,technician,divorced,university.degree,no,no,no,11,fri,3,0,nonexistent,-0.1,93.2,-42.0,yes
58,admin.,married,university.degree,no,no,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
39,technician,married,high.school,no,no,no,11,fri,2,0,nonexistent,-0.1,93.2,-42.0,yes
42,admin.,married,university.degree,no,no,yes,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
41,housemaid,married,high.school,no,yes,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
45,admin.,divorced,high.school,no,yes,no,11,fri,2,0,nonexistent,-0.1,93.2,-42.0,yes
34,admin.,divorced,university.degree,no,no,no,11,fri,2,0,nonexistent,-0.1,93.2,-42.0,yes
41,self-employed,married,professional.course,unknown,yes,no,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
57,management,married,university.degree,no,yes,yes,11,fri,1,0,nonexistent,-0.1,93.2,-42.0,yes
56,retired,married,basic.4y,no,yes,no,11,fri,2,0,nonexistent,-0.1,93.2,-42.0,yes
48,admin.,married,basic.9y,no,yes,yes,11,fri,3,0,nonexistent,-0.1,93.2,-42.0,yes
35,management,married,university.degree,no,yes,no,11,fri,9,0,nonexistent,-0.1,93.2,-42.0,yes
29,technician,single,professional.course,no,yes,no,11,fri,2,0,nonexistent,-0.1,93.2,-42.0,yes
39,admin.,single,university.degree,no,no,no,11,fri,2,1,failure,-0.1,93.2,-42.0,yes
41,blue-collar,married,university.degree,no,yes,no,11,fri,4,0,nonexistent,-0.1,93.2,-42.0,yes
56,admin.,married,university.degree,no,no,no,11,fri,2,0,nonexistent,-0.1,93.2,-42.0,yes
29,admin.,single,university.degree,no,yes,yes,11,fri,2,0,nonexistent,-0.1,93.2,-42.0,yes
44,management,single,university.degree,unknown,no,no,11,fri,2,0,nonexistent,-0.1,93.2,-42.0,yes
30,admin.,single,university.degree,no,no,no,11,fri,2,0,nonexistent,-0.1,93.2,-42.0,yes
44,blue-collar,married,basic.4y,no,yes,yes,12,mon,1,0,nonexistent,-0.2,92.756,-45.9,yes
26,student,single,basic.9y,no,yes,no,3,mon,4,0,nonexistent,-1.8,92.843,-50.0,yes
38,admin.,single,university.degree,no,yes,no,3,mon,2,0,nonexistent,-1.8,92.843,-50.0,yes
35,admin.,married,university.degree,no,yes,no,3,mon,4,0,nonexistent,-1.8,92.843,-50.0,yes
30,management,married,university.degree,no,no,no,3,mon,1,0,nonexistent,-1.8,92.843,-50.0,yes
26,admin.,married,university.degree,no,yes,no,3,mon,1,0,nonexistent,-1.8,92.843,-50.0,yes
44,blue-collar,single,professional.course,no,no,no,3,mon,1,0,nonexistent,-1.8,92.843,-50.0,yes
26,admin.,married,university.degree,no,yes,no,3,mon,5,0,nonexistent,-1.8,92.843,-50.0,yes
28,technician,single,university.degree,no,yes,no,3,mon,3,0,nonexistent,-1.8,92.843,-50.0,yes
26,student,single,basic.9y,no,yes,no,3,mon,2,0,nonexistent,-1.8,92.843,-50.0,yes
70,retired,divorced,basic.4y,no,yes,no,3,mon,3,0,nonexistent,-1.8,92.843,-50.0,yes
48,admin.,married,basic.6y,no,yes,no,3,mon,2,0,nonexistent,-1.8,92.843,-50.0,yes
26,student,single,basic.9y,no,yes,no,3,mon,3,0,nonexistent,-1.8,92.843,-50.0,yes
28,admin.,single,high.school,no,yes,no,3,tue,2,0,nonexistent,-1.8,92.843,-50.0,yes
66,technician,married,professional.course,no,yes,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
34,management,married,university.degree,no,no,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
35,admin.,married,high.school,no,yes,no,3,tue,3,0,nonexistent,-1.8,92.843,-50.0,yes
28,student,single,basic.9y,no,yes,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
28,student,single,basic.9y,no,yes,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
36,admin.,married,high.school,no,no,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
43,blue-collar,married,basic.9y,no,no,no,3,tue,2,0,nonexistent,-1.8,92.843,-50.0,yes
24,services,single,university.degree,no,yes,no,3,tue,13,0,nonexistent,-1.8,92.843,-50.0,yes
28,student,single,basic.9y,no,yes,no,3,tue,2,0,nonexistent,-1.8,92.843,-50.0,yes
41,services,married,high.school,no,no,no,3,wed,6,0,nonexistent,-1.8,92.843,-50.0,yes
41,services,married,high.school,no,no,no,3,wed,2,0,nonexistent,-1.8,92.843,-50.0,yes
23,admin.,single,university.degree,no,unknown,unknown,3,thu,2,1,failure,-1.8,92.843,-50.0,yes
38,technician,married,professional.course,no,yes,yes,3,thu,2,0,nonexistent,-1.8,92.843,-50.0,yes
33,management,married,university.degree,no,yes,no,3,thu,1,0,nonexistent,-1.8,92.843,-50.0,yes
38,technician,married,professional.course,no,yes,no,3,thu,1,0,nonexistent,-1.8,92.843,-50.0,yes
38,technician,married,professional.course,no,no,yes,3,thu,1,0,nonexistent,-1.8,92.843,-50.0,yes
38,technician,married,professional.course,no,no,no,3,thu,1,0,nonexistent,-1.8,92.843,-50.0,yes
38,technician,married,professional.course,no,no,yes,3,thu,2,0,nonexistent,-1.8,92.843,-50.0,yes
38,technician,married,professional.course,no,no,yes,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
34,technician,single,professional.course,no,no,no,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
34,technician,single,professional.course,no,yes,no,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
38,technician,married,professional.course,no,yes,no,3,fri,3,0,nonexistent,-1.8,92.843,-50.0,yes
38,technician,married,professional.course,no,yes,no,3,fri,2,1,success,-1.8,92.843,-50.0,yes
34,technician,single,professional.course,no,yes,no,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
34,technician,single,professional.course,no,yes,yes,3,fri,3,0,nonexistent,-1.8,92.843,-50.0,yes
34,technician,single,professional.course,no,no,no,3,fri,3,0,nonexistent,-1.8,92.843,-50.0,yes
38,technician,married,professional.course,no,yes,no,3,fri,2,1,success,-1.8,92.843,-50.0,yes
32,management,single,university.degree,no,yes,no,3,mon,1,0,nonexistent,-1.8,92.843,-50.0,yes
55,technician,single,professional.course,no,yes,yes,3,mon,2,0,nonexistent,-1.8,92.843,-50.0,yes
38,technician,married,university.degree,no,no,no,3,tue,2,2,failure,-1.8,92.843,-50.0,yes
32,management,single,university.degree,no,yes,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
31,blue-collar,single,high.school,no,yes,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
32,management,single,university.degree,no,yes,no,3,tue,3,0,nonexistent,-1.8,92.843,-50.0,yes
38,technician,married,university.degree,no,yes,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
39,admin.,single,high.school,no,yes,no,3,tue,3,0,nonexistent,-1.8,92.843,-50.0,yes
38,technician,married,university.degree,no,no,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
37,admin.,married,university.degree,no,yes,yes,3,tue,3,0,nonexistent,-1.8,92.843,-50.0,yes
32,management,single,university.degree,no,yes,no,3,tue,3,0,nonexistent,-1.8,92.843,-50.0,yes
88,retired,divorced,basic.4y,no,no,no,3,wed,2,0,nonexistent,-1.8,92.843,-50.0,yes
29,self-employed,married,university.degree,no,yes,no,3,wed,4,0,nonexistent,-1.8,92.843,-50.0,yes
88,retired,divorced,basic.4y,no,yes,yes,3,wed,5,0,nonexistent,-1.8,92.843,-50.0,yes
29,self-employed,married,university.degree,no,no,no,3,wed,2,0,nonexistent,-1.8,92.843,-50.0,yes
88,retired,divorced,basic.4y,no,yes,no,3,wed,1,0,nonexistent,-1.8,92.843,-50.0,yes
88,retired,divorced,basic.4y,no,no,no,3,wed,1,0,nonexistent,-1.8,92.843,-50.0,yes
88,retired,divorced,basic.4y,no,yes,no,3,wed,7,0,nonexistent,-1.8,92.843,-50.0,yes
88,retired,divorced,basic.4y,no,yes,no,3,wed,3,0,nonexistent,-1.8,92.843,-50.0,yes
88,retired,divorced,basic.4y,no,no,no,3,wed,2,0,nonexistent,-1.8,92.843,-50.0,yes
88,retired,divorced,basic.4y,no,yes,no,3,wed,1,0,nonexistent,-1.8,92.843,-50.0,yes
27,student,single,high.school,no,yes,no,3,thu,4,0,nonexistent,-1.8,92.843,-50.0,yes
26,management,single,university.degree,no,yes,no,3,thu,1,0,nonexistent,-1.8,92.843,-50.0,yes
66,retired,married,basic.4y,no,yes,no,3,thu,1,0,nonexistent,-1.8,92.843,-50.0,yes
29,technician,married,professional.course,no,no,no,3,thu,1,0,nonexistent,-1.8,92.843,-50.0,yes
26,management,single,university.degree,no,no,no,3,thu,1,0,nonexistent,-1.8,92.843,-50.0,yes
19,student,single,basic.9y,no,yes,no,3,fri,4,0,nonexistent,-1.8,92.843,-50.0,yes
30,student,single,high.school,no,no,no,3,fri,5,2,failure,-1.8,92.843,-50.0,yes
28,self-employed,single,university.degree,no,yes,yes,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
28,self-employed,single,university.degree,no,no,no,3,fri,2,0,nonexistent,-1.8,92.843,-50.0,yes
28,technician,single,university.degree,no,no,no,3,mon,4,0,nonexistent,-1.8,92.843,-50.0,yes
33,admin.,single,university.degree,no,no,no,3,tue,2,1,failure,-1.8,92.843,-50.0,yes
21,student,single,high.school,no,no,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
77,retired,divorced,university.degree,no,yes,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
37,unemployed,married,university.degree,no,yes,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
33,admin.,single,university.degree,no,yes,yes,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
29,technician,single,professional.course,no,no,no,3,tue,2,0,nonexistent,-1.8,92.843,-50.0,yes
34,admin.,single,university.degree,no,no,no,3,tue,2,0,nonexistent,-1.8,92.843,-50.0,yes
33,blue-collar,single,high.school,no,no,no,3,wed,2,0,nonexistent,-1.8,92.843,-50.0,yes
60,management,single,university.degree,no,yes,yes,3,wed,1,0,nonexistent,-1.8,92.843,-50.0,yes
24,admin.,single,high.school,no,yes,yes,3,wed,1,0,nonexistent,-1.8,92.843,-50.0,yes
68,retired,married,university.degree,no,no,no,3,wed,1,0,nonexistent,-1.8,92.843,-50.0,yes
33,blue-collar,single,high.school,no,yes,no,3,wed,4,1,failure,-1.8,92.843,-50.0,yes
32,management,single,university.degree,no,no,yes,3,thu,1,0,nonexistent,-1.8,92.843,-50.0,yes
36,admin.,married,high.school,no,yes,no,3,thu,3,0,nonexistent,-1.8,92.843,-50.0,yes
31,admin.,divorced,university.degree,no,no,no,3,mon,4,0,nonexistent,-1.8,92.843,-50.0,yes
54,admin.,married,university.degree,no,yes,no,3,mon,1,0,nonexistent,-1.8,92.843,-50.0,yes
54,admin.,married,university.degree,no,yes,no,3,mon,1,0,nonexistent,-1.8,92.843,-50.0,yes
31,admin.,divorced,university.degree,no,yes,yes,3,mon,2,1,failure,-1.8,92.843,-50.0,yes
19,student,single,basic.6y,no,no,no,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
32,technician,divorced,professional.course,no,yes,yes,3,tue,1,0,nonexistent,-1.8,92.843,-50.0,yes
32,technician,divorced,professional.course,no,yes,no,3,tue,2,0,nonexistent,-1.8,92.843,-50.0,yes
31,admin.,married,university.degree,no,yes,no,3,tue,3,0,nonexistent,-1.8,92.843,-50.0,yes
46,admin.,married,university.degree,no,no,no,3,tue,3,0,nonexistent,-1.8,92.843,-50.0,yes
50,management,married,basic.9y,no,no,no,3,wed,1,0,nonexistent,-1.8,92.843,-50.0,yes
28,admin.,single,university.degree,no,no,no,3,wed,2,0,nonexistent,-1.8,92.843,-50.0,yes
28,admin.,single,university.degree,no,no,yes,3,wed,2,0,nonexistent,-1.8,92.843,-50.0,yes
33,admin.,married,university.degree,no,yes,no,3,wed,8,0,nonexistent,-1.8,92.843,-50.0,yes
28,admin.,single,university.degree,no,no,no,3,wed,2,0,nonexistent,-1.8,92.843,-50.0,yes
35,admin.,married,high.school,no,yes,no,3,thu,2,0,nonexistent,-1.8,92.843,-50.0,yes
36,management,married,university.degree,no,no,no,3,thu,2,0,nonexistent,-1.8,92.843,-50.0,yes
26,student,single,high.school,no,no,no,3,thu,1,0,nonexistent,-1.8,92.843,-50.0,yes
20,student,single,basic.9y,no,yes,no,3,thu,1,0,nonexistent,-1.8,92.843,-50.0,yes
68,retired,married,basic.4y,no,no,no,3,thu,4,0,nonexistent,-1.8,92.843,-50.0,yes
36,unemployed,married,university.degree,unknown,unknown,unknown,3,fri,2,1,failure,-1.8,92.843,-50.0,yes
28,admin.,single,high.school,no,yes,no,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
28,admin.,single,high.school,no,yes,no,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
28,admin.,single,high.school,no,yes,no,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
56,blue-collar,married,basic.4y,no,yes,no,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
41,technician,married,professional.course,no,no,no,3,fri,2,0,nonexistent,-1.8,92.843,-50.0,yes
25,admin.,married,university.degree,no,yes,no,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
73,retired,married,university.degree,no,yes,no,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
31,technician,single,university.degree,no,yes,no,3,fri,2,0,nonexistent,-1.8,92.843,-50.0,yes
27,housemaid,married,high.school,no,yes,no,3,fri,1,0,nonexistent,-1.8,92.843,-50.0,yes
25,admin.,married,university.degree,no,no,no,3,fri,3,0,nonexistent,-1.8,92.843,-50.0,yes
28,admin.,single,high.school,no,no,no,3,fri,2,0,nonexistent,-1.8,92.843,-50.0,yes
32,admin.,single,university.degree,no,yes,no,3,fri,2,0,nonexistent,-1.8,92.843,-50.0,yes
28,admin.,single,high.school,no,no,no,3,fri,2,0,nonexistent,-1.8,92.843,-50.0,yes
34,technician,single,university.degree,no,no,no,3,mon,2,0,nonexistent,-1.8,92.843,-50.0,yes
32,admin.,single,university.degree,no,yes,no,3,mon,8,0,nonexistent,-1.8,92.843,-50.0,yes
32,admin.,single,university.degree,no,yes,no,3,mon,3,0,nonexistent,-1.8,92.843,-50.0,yes
32,admin.,married,university.degree,no,yes,no,3,mon,1,0,nonexistent,-1.8,92.843,-50.0,yes
62,admin.,married,high.school,no,no,no,3,mon,2,0,nonexistent,-1.8,92.843,-50.0,yes
59,blue-collar,married,basic.4y,no,no,no,3,tue,3,0,nonexistent,-1.8,92.843,-50.0,yes
80,management,divorced,professional.course,unknown,yes,no,3,tue,2,0,nonexistent,-1.8,92.843,-50.0,yes
44,blue-collar,single,basic.4y,no,yes,no,3,tue,2,0,nonexistent,-1.8,92.843,-50.0,yes
33,blue-collar,married,basic.6y,no,yes,no,4,wed,3,0,nonexistent,-1.8,93.075,-47.1,yes
49,admin.,married,basic.6y,no,yes,no,4,wed,2,1,failure,-1.8,93.075,-47.1,yes
33,management,single,university.degree,no,yes,yes,4,wed,1,0,nonexistent,-1.8,93.075,-47.1,yes
33,blue-collar,married,basic.6y,no,yes,no,4,wed,2,0,nonexistent,-1.8,93.075,-47.1,yes
63,retired,married,professional.course,no,yes,no,4,wed,2,0,nonexistent,-1.8,93.075,-47.1,yes
20,student,single,university.degree,no,yes,no,4,wed,4,0,nonexistent,-1.8,93.075,-47.1,yes
30,admin.,married,university.degree,no,yes,yes,4,thu,2,0,nonexistent,-1.8,93.075,-47.1,yes
30,admin.,married,university.degree,no,yes,no,4,thu,3,0,nonexistent,-1.8,93.075,-47.1,yes
30,admin.,married,university.degree,no,no,no,4,thu,3,0,nonexistent,-1.8,93.075,-47.1,yes
44,blue-collar,married,university.degree,no,yes,no,4,thu,2,0,nonexistent,-1.8,93.075,-47.1,yes
28,blue-collar,single,high.school,no,yes,no,4,thu,1,0,nonexistent,-1.8,93.075,-47.1,yes
28,blue-collar,single,high.school,no,yes,yes,4,thu,1,0,nonexistent,-1.8,93.075,-47.1,yes
28,blue-collar,single,high.school,no,yes,no,4,thu,2,0,nonexistent,-1.8,93.075,-47.1,yes
26,entrepreneur,single,high.school,no,yes,no,4,fri,1,1,failure,-1.8,93.075,-47.1,yes
32,blue-collar,married,basic.9y,no,yes,yes,4,fri,2,0,nonexistent,-1.8,93.075,-47.1,yes
54,housemaid,married,university.degree,no,yes,no,4,fri,1,0,nonexistent,-1.8,93.075,-47.1,yes
